u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,service,access
11078002708,5440514377,0,"[564754836, 564754837]",,,service,,False,False,27.695,"LINESTRING (-122.3136707 47.5992978, -122.3136719 47.5993166, -122.3136725 47.5993807, -122.3139189 47.5993812)",,parking_aisle,
11078002709,5440514362,0,564754822,,,service,,False,True,8.573,"LINESTRING (-122.311864 47.5991498, -122.311864 47.5992269)",,,
11078002709,5440514360,0,"[564754820, 564754822]",,,service,,False,False,29.189,"LINESTRING (-122.311864 47.5991498, -122.3118647 47.5991071, -122.3118655 47.5988873)",,parking_aisle,
11078002709,8038226493,0,862844566,,,footway,,False,False,12.434000000000001,"LINESTRING (-122.311864 47.5991498, -122.3117132 47.5991505, -122.3117003 47.5991453)",,,
11078002709,8277839585,0,862844566,,,footway,,False,True,146.63700000000003,"LINESTRING (-122.311864 47.5991498, -122.3137617 47.5991418, -122.3137798 47.5991392, -122.3137945 47.5991329, -122.3138084 47.5991214)",,,
11078002710,3404819538,0,27183490,,,service,,False,True,5.739,"LINESTRING (-122.3151965 47.5990947, -122.3151984 47.5991463)",,,
11078002710,8034020774,0,862353088,,,footway,,False,False,61.927,"LINESTRING (-122.3151965 47.5990947, -122.3143706 47.5990976)",,,
11078002710,8034020769,0,862353088,,,footway,,False,True,60.398,"LINESTRING (-122.3151965 47.5990947, -122.316002 47.5990919)",,,
11078002710,6591865521,0,"[27183490, 1106467358]",,,service,,False,"[False, True]",31.595,"LINESTRING (-122.3151965 47.5990947, -122.3151964 47.599076, -122.3151891 47.5988106)",,,
11078002711,3778984578,0,374504968,,,service,,False,False,5.071,"LINESTRING (-122.316374 47.5990908, -122.3163746 47.5990452)",,driveway,
11078002711,3778984583,0,374504968,,,service,,False,True,6.572,"LINESTRING (-122.316374 47.5990908, -122.3163746 47.5991499)",,driveway,
11078002711,8034020769,0,862353088,,,footway,,False,False,27.893,"LINESTRING (-122.316374 47.5990908, -122.316002 47.5990919)",,,
11078002711,11078002712,0,862353088,,,footway,,False,True,23.199,"LINESTRING (-122.316374 47.5990908, -122.3166834 47.5990898)",,,
11078002712,3778984580,0,374504968,,,service,,False,False,6.85,"LINESTRING (-122.3166834 47.5990898, -122.316683 47.5991514)",,driveway,
11078002712,11078002711,0,862353088,,,footway,,False,False,23.199,"LINESTRING (-122.3166834 47.5990898, -122.316374 47.5990908)",,,
11078002712,8018004512,0,862353088,,,footway,,False,True,32.564,"LINESTRING (-122.3166834 47.5990898, -122.3171177 47.5990885)",,,
11078002712,3778984578,0,374504968,,,service,,False,True,38.541,"LINESTRING (-122.3166834 47.5990898, -122.3166844 47.5989991, -122.3163746 47.5989982, -122.3163746 47.5990452)",,driveway,
11078002713,5440429943,0,564742469,,,service,,False,False,8.991,"LINESTRING (-122.3173552 47.598929, -122.3172353 47.598928)",,,
11078002713,11078002714,0,860292617,,,footway,,False,True,41.009,"LINESTRING (-122.3173552 47.598929, -122.3173549 47.5985602)",,,
11078002713,11078002715,0,"[564742469, 564742471]",,,service,,False,True,30.631999999999998,"LINESTRING (-122.3173552 47.598929, -122.3174121 47.5989295, -122.3175386 47.5989301, -122.3175398 47.5990819)",,parking_aisle,
11078002713,8018004509,0,860292617,,,footway,,False,False,17.331,"LINESTRING (-122.3173552 47.598929, -122.3173553 47.5990767, -122.3173638 47.5990825)",,,
11078002714,6582511865,0,700929371,,,service,,False,False,8.939,"LINESTRING (-122.3173549 47.5985602, -122.3172357 47.5985591)",,driveway,
11078002714,11078002713,0,860292617,,,footway,,False,False,41.009,"LINESTRING (-122.3173549 47.5985602, -122.3173552 47.598929)",,,
11078002714,8018004506,0,860292617,,,footway,,False,True,13.588,"LINESTRING (-122.3173549 47.5985602, -122.317354 47.598438)",,,
11078002714,6582511863,0,700929371,,,service,,False,True,25.807000000000002,"LINESTRING (-122.3173549 47.5985602, -122.3175174 47.5985618, -122.3175174 47.5986843)",,driveway,
11078002715,11078002718,0,859964174,,,footway,,False,True,115.336,"LINESTRING (-122.3175398 47.5990819, -122.319078 47.5990781)",,,
11078002715,11078002713,0,"[564742469, 564742471]",,,service,,False,False,30.631999999999998,"LINESTRING (-122.3175398 47.5990819, -122.3175386 47.5989301, -122.3174121 47.5989295, -122.3173552 47.598929)",,parking_aisle,
11078002715,5440429948,0,"[564742472, 564742471]",,,service,,False,True,13.578999999999999,"LINESTRING (-122.3175398 47.5990819, -122.3175408 47.5990989, -122.317541 47.5991739, -122.3175417 47.599204)",,parking_aisle,
11078002715,8018004509,0,859964174,,,footway,,False,False,13.196,"LINESTRING (-122.3175398 47.5990819, -122.317395 47.5990823, -122.3173638 47.5990825)",,,
11078002718,11078002715,0,859964174,,,footway,,False,False,115.336,"LINESTRING (-122.319078 47.5990781, -122.3175398 47.5990819)",,,
11078002718,11078002719,0,859964174,,,footway,,False,True,9.853,"LINESTRING (-122.319078 47.5990781, -122.3192094 47.5990777)",,,
11078002718,5440429928,0,"[564742448, 564742444]",,,service,,False,False,44.68000000000001,"LINESTRING (-122.319078 47.5990781, -122.3190775 47.5990558, -122.3190767 47.5990042, -122.3190339 47.5989727, -122.3190337 47.5988613, -122.318776 47.5988594)",,parking_aisle,
11078002718,5440429931,0,564742448,,,service,,False,True,12.745000000000001,"LINESTRING (-122.319078 47.5990781, -122.3190799 47.5991657, -122.3190805 47.5991927)",,,
11078002719,11078002718,0,859964174,,,footway,,False,False,9.853,"LINESTRING (-122.3192094 47.5990777, -122.319078 47.5990781)",,,
11078002719,8015451714,0,859964174,,,footway,,False,True,21.482,"LINESTRING (-122.3192094 47.5990777, -122.3194959 47.599077)",,,
11078002719,5440429933,0,"[564742450, 564742452]",,,service,,False,False,31.426000000000002,"LINESTRING (-122.3192094 47.5990777, -122.3192096 47.5990579, -122.3192057 47.5987951)",,parking_aisle,
11078002719,5440429935,0,564742452,,,service,,False,True,12.789,"LINESTRING (-122.3192094 47.5990777, -122.319211 47.5991651, -122.3192119 47.5991927)",,,
11078002721,4411990930,0,443644085,,,service,,False,False,11.609,"LINESTRING (-122.3189026 47.5992973, -122.3189022 47.5994017)",,,
11078002721,11078002722,0,859964173,,,footway,,False,False,69.516,"LINESTRING (-122.3189026 47.5992973, -122.3179755 47.5993018)",,,
11078002721,4411990924,0,443644085,,,service,,False,True,11.632000000000001,"LINESTRING (-122.3189026 47.5992973, -122.3189031 47.5992228, -122.3189041 47.5991927)",,,
11078002721,8307912946,0,859964173,,,footway,,False,True,44.437999999999995,"LINESTRING (-122.3189026 47.5992973, -122.3189739 47.5992969, -122.3189855 47.599293, -122.3194939 47.5992916)",,,
11078002722,4411990928,0,564742473,,,service,,False,True,8.685,"LINESTRING (-122.3179755 47.5993018, -122.3179765 47.5993799)",,,
11078002722,8277794187,0,859964173,,,footway,,False,False,44.547,"LINESTRING (-122.3179755 47.5993018, -122.3173814 47.5993048)",,,
11078002722,11078002721,0,859964173,,,footway,,False,True,69.516,"LINESTRING (-122.3179755 47.5993018, -122.3189026 47.5992973)",,,
11078002722,4411990923,0,564742473,,,service,,False,False,11.158,"LINESTRING (-122.3179755 47.5993018, -122.3179753 47.5992293, -122.3179775 47.5992015)",,,
11078002723,298271052,0,27183444,,,service,,False,False,6.449,"LINESTRING (-122.3157577 47.599314, -122.3157578 47.599256)",,parking_aisle,
11078002723,8007848550,0,758437528,,,footway,,False,False,18.536,"LINESTRING (-122.3157577 47.599314, -122.3160049 47.5993126)",,,
11078002723,11078002725,0,758437528,,,footway,,False,True,35.264,"LINESTRING (-122.3157577 47.599314, -122.3152874 47.5993167)",,,
11078002723,11076454446,0,27183444,,,service,,False,True,56.062,"LINESTRING (-122.3157577 47.599314, -122.3157581 47.5993426, -122.3157653 47.5997857, -122.3157654 47.59981, -122.3157581 47.5998165)",,parking_aisle,
11078002725,298271881,0,27183454,,,service,,False,True,6.394,"LINESTRING (-122.3152874 47.5993167, -122.3152863 47.5992592)",,,
11078002725,11078002723,0,758437528,,,footway,,False,False,35.264,"LINESTRING (-122.3152874 47.5993167, -122.3157577 47.599314)",,,
11078002725,7083137848,0,758437528,,,footway,,False,True,57.137,"LINESTRING (-122.3152874 47.5993167, -122.3145254 47.599321)",,,
11078002725,5440514382,0,27183454,,,service,,False,False,15.048,"LINESTRING (-122.3152874 47.5993167, -122.3152886 47.599374, -122.3152416 47.5994453)",,,
11078065676,11077818734,0,874910914,,,footway,,False,True,30.345,"LINESTRING (-122.311478 47.5993374, -122.3114788 47.5996103)",,,
11078065676,8144145456,0,874910914,,,footway,,False,False,2.54,"LINESTRING (-122.311478 47.5993374, -122.3114782 47.5993193, -122.3114756 47.5993149)",,,
11078065676,11078065684,0,"[874910915, 1193470831]",,,footway,,False,True,8.166,"LINESTRING (-122.311478 47.5993374, -122.3115254 47.5993298, -122.3115845 47.5993221)",,,
11078065683,53089013,0,6506833,2,16th Avenue South,residential,20 mph,False,True,9.04,"LINESTRING (-122.311583 47.5991475, -122.3115837 47.5992288)",,,
11078065683,5440514359,0,6506833,2,16th Avenue South,residential,20 mph,False,False,26.765,"LINESTRING (-122.311583 47.5991475, -122.311583 47.5991251, -122.311584 47.5989068)",,,
11078065683,8144145463,0,"[1193470832, 876362452, 874910917]",,,footway,,False,False,7.163,"LINESTRING (-122.311583 47.5991475, -122.311517 47.5991483, -122.3115002 47.5991466, -122.311488 47.5991485)",,,
11078065683,8038226493,0,"[1193470833, 874910917, 862844566]",,,footway,,False,"[False, True]",9.286999999999999,"LINESTRING (-122.311583 47.5991475, -122.3116719 47.5991463, -122.3116848 47.599139, -122.3117003 47.5991453)",,,
11078065684,53089013,0,6506833,2,16th Avenue South,residential,20 mph,False,False,10.375,"LINESTRING (-122.3115845 47.5993221, -122.3115837 47.5992288)",,,
11078065684,281497326,0,6506833,2,16th Avenue South,residential,20 mph,False,True,32.092,"LINESTRING (-122.3115845 47.5993221, -122.3115856 47.5993515, -122.3115881 47.5996107)",,,
11078065684,11078065676,0,"[874910915, 1193470831]",,,footway,,False,False,8.166,"LINESTRING (-122.3115845 47.5993221, -122.3115254 47.5993298, -122.311478 47.5993374)",,,
11078065684,8038226511,0,"[874910915, 893872053]",,,footway,,False,True,10.089,"LINESTRING (-122.3115845 47.5993221, -122.3116961 47.5993076, -122.311717 47.5993076)",,,
11078065685,53089013,0,22760519,2,South Jackson Street,secondary,25 mph,False,True,8.008,"LINESTRING (-122.3114769 47.5992291, -122.3115837 47.5992288)",,,
11078065685,8144145462,0,"[874910916, 874910918]",,,footway,,False,"[False, True]",8.721,"LINESTRING (-122.3114769 47.5992291, -122.3114741 47.5991621, -122.3114738 47.5991507)",,,
11078065685,8144145456,0,"[874910916, 893872054]",,,footway,,False,True,9.575,"LINESTRING (-122.3114769 47.5992291, -122.3114798 47.5993008, -122.3114756 47.5993149)",,,
11080212120,11080212168,0,860291056,,,footway,,False,False,41.457,"LINESTRING (-122.3195071 47.5982742, -122.3189542 47.5982735)",,,
11080212120,11080212127,0,"[859964168, 860291055]",,,footway,,False,"[False, True]",8.681000000000001,"LINESTRING (-122.3195071 47.5982742, -122.3195268 47.598301, -122.3195342 47.5983489)",,,
11080212120,8018029189,0,860291056,,,footway,,False,True,4.027,"LINESTRING (-122.3195071 47.5982742, -122.3195306 47.5982742, -122.3195447 47.5982702, -122.3195496 47.5982607)",,,
11080212126,53151757,0,6402614,2,10th Avenue South,residential,20 mph,False,False,8.151,"LINESTRING (-122.3196293 47.5984224, -122.319629 47.5983491)",,,
11080212126,11077999047,0,6402614,2,10th Avenue South,residential,20 mph,False,True,71.999,"LINESTRING (-122.3196293 47.5984224, -122.3196325 47.5990699)",,,
11080212126,8015428080,0,"[1193691640, 859964166]",,,footway,,False,False,6.754,"LINESTRING (-122.3196293 47.5984224, -122.3195858 47.5984212, -122.3195435 47.5984343)",,,
11080212126,8015428077,0,"[859389085, 859964166, 1193691639]",,,footway,,False,True,11.226999999999999,"LINESTRING (-122.3196293 47.5984224, -122.3197093 47.5984247, -122.3197327 47.5984318, -122.3197767 47.5984319)",,,
11080212127,9491982247,0,369922295,2,South King Street,residential,20 mph,False,False,24.347,"LINESTRING (-122.3195342 47.5983489, -122.3192095 47.5983482)",,,
11080212127,53151757,0,369922295,2,South King Street,residential,20 mph,False,True,7.108,"LINESTRING (-122.3195342 47.5983489, -122.319629 47.5983491)",,,
11080212127,11080212120,0,"[859964168, 860291055]",,,footway,,False,"[False, True]",8.681000000000001,"LINESTRING (-122.3195342 47.5983489, -122.3195268 47.598301, -122.3195071 47.5982742)",,,
11080212127,8015428084,0,"[859964168, 1193691641, 1193691642]",,,footway,,False,"[False, True]",9.082,"LINESTRING (-122.3195342 47.5983489, -122.3195398 47.5983856, -122.3195214 47.5984089, -122.3195351 47.5984248)",,,
11080212128,53151757,0,547653672,2,10th Avenue South,residential,20 mph,False,True,9.229,"LINESTRING (-122.319629 47.5982661, -122.319629 47.5983491)",,,
11080212128,4162100926,0,"[547653672, 263712956]",2,10th Avenue South,residential,20 mph,False,False,53.307,"LINESTRING (-122.319629 47.5982661, -122.3196298 47.5980922, -122.3196304 47.5977867)",,,
11080212128,8018029189,0,"[1193691638, 859964167]",,,footway,,False,"[False, True]",6.079000000000001,"LINESTRING (-122.319629 47.5982661, -122.3195798 47.5982675, -122.3195496 47.5982607)",,,
11080212128,8018029186,0,"[1193691637, 859964167]",,,footway,,False,True,10.977,"LINESTRING (-122.319629 47.5982661, -122.3197363 47.5982629, -122.3197731 47.5982542)",,,
11080212130,11080212169,0,859964169,,,footway,,False,True,28.268,"LINESTRING (-122.3174066 47.598421, -122.3177836 47.5984219)",,,
11080212130,8018004506,0,859964169,,,footway,,False,False,5.072,"LINESTRING (-122.3174066 47.598421, -122.3173765 47.598421, -122.3173634 47.5984235, -122.3173568 47.5984298, -122.317354 47.598438)",,,
11080212130,11080212138,0,"[1193691644, 860292615]",,,footway,,False,True,9.123,"LINESTRING (-122.3174066 47.598421, -122.3173849 47.5983905, -122.3173865 47.5983423)",,,
11080212133,8018029192,0,860291056,,,footway,,False,True,2.384,"LINESTRING (-122.3173558 47.5982677, -122.3173876 47.5982678)",,,
11080212133,8018004526,0,860292627,,,footway,,False,True,74.668,"LINESTRING (-122.3173558 47.5982677, -122.317359 47.5975962)",,,
11080212133,11080212140,0,"[860292624, 860292627, 1193691646]",,,footway,,False,False,9.789,"LINESTRING (-122.3173558 47.5982677, -122.3173559 47.5982747, -122.3173337 47.5982748, -122.3172358 47.5982772)",,,
11080212134,11080212139,0,860292623,,,footway,,False,True,6.975,"LINESTRING (-122.3171413 47.5982795, -122.3171262 47.5983414)",,,
11080212134,11080212140,0,860292624,,,footway,,False,True,7.09,"LINESTRING (-122.3171413 47.5982795, -122.3172358 47.5982772)",,,
11080212134,8018004519,0,"[1193691648, 860292625]",,,footway,,False,"[False, True]",1.968,"LINESTRING (-122.3171413 47.5982795, -122.3171271 47.5982735, -122.317127 47.5982671)",,,
11080212138,53165716,0,369922295,2,South King Street,residential,20 mph,False,False,11.285,"LINESTRING (-122.3173865 47.5983423, -122.317236 47.5983419)",,,
11080212138,5440429923,0,369922295,2,South King Street,residential,20 mph,False,True,29.775,"LINESTRING (-122.3173865 47.5983423, -122.3177836 47.5983432)",,,
11080212138,11080212130,0,"[1193691644, 860292615]",,,footway,,False,False,9.123,"LINESTRING (-122.3173865 47.5983423, -122.3173849 47.5983905, -122.3174066 47.598421)",,,
11080212138,8018029192,0,"[860292614, 860292615]",,,footway,,False,True,8.285,"LINESTRING (-122.3173865 47.5983423, -122.3173876 47.5983076, -122.3173876 47.5982678)",,,
11080212139,3778984589,0,263712791,2,South King Street,residential,20 mph,False,False,23.777,"LINESTRING (-122.3171262 47.5983414, -122.3168091 47.5983399)",,,
11080212139,53165716,0,263712791,2,South King Street,residential,20 mph,False,True,8.233,"LINESTRING (-122.3171262 47.5983414, -122.317236 47.5983419)",,,
11080212139,11080212134,0,860292623,,,footway,,False,False,6.975,"LINESTRING (-122.3171262 47.5983414, -122.3171413 47.5982795)",,,
11080212139,8034182496,0,"[1193691649, 860292620, 860292623]",,,footway,,False,True,8.795,"LINESTRING (-122.3171262 47.5983414, -122.3171153 47.598386, -122.3171155 47.5984005, -122.3171158 47.5984199)",,,
11080212140,6584442112,0,500021854,5,12th Avenue South,secondary,25 mph,False,False,31.513,"LINESTRING (-122.3172358 47.5982772, -122.3172357 47.5979938)",,,
11080212140,53165716,0,500021854,5,12th Avenue South,secondary,25 mph,False,True,7.194,"LINESTRING (-122.3172358 47.5982772, -122.317236 47.5983419)",,,
11080212140,11080212134,0,860292624,,,footway,,False,False,7.09,"LINESTRING (-122.3172358 47.5982772, -122.3171413 47.5982795)",,,
11080212140,11080212133,0,"[860292624, 860292627, 1193691646]",,,footway,,False,True,9.789,"LINESTRING (-122.3172358 47.5982772, -122.3173337 47.5982748, -122.3173559 47.5982747, -122.3173558 47.5982677)",,,
11080212143,7404294442,0,1414487551,2,South King Street,residential,20 mph,False,False,6.298,"LINESTRING (-122.3135882 47.5983363, -122.313507 47.5983508)",,,
11080212143,9573059597,0,"[862374626, 1193691653, 874906998]",,,footway,,False,False,10.738,"LINESTRING (-122.3135882 47.5983363, -122.3135559 47.5982956, -122.3135574 47.5982852, -122.313543 47.5982815, -122.3135208 47.598256)",,,
11080212143,11077999093,0,"[1193691650, 874906998]",,,footway,,False,"[False, True]",10.422,"LINESTRING (-122.3135882 47.5983363, -122.3136249 47.5983825, -122.31363 47.5983889, -122.3136626 47.5984149)",,,
11080212143,298272161,0,"[969976887, 1414487551]",2,South King Street,residential,20 mph,False,True,32.802,"LINESTRING (-122.3135882 47.5983363, -122.3137183 47.598331, -122.3140254 47.5983282)",,,
11080212154,8038207756,0,862844557,,,footway,,False,False,37.575,"LINESTRING (-122.3129048 47.5978723, -122.3126756 47.5975718)",,,
11080212154,9573059601,0,862844557,,,footway,,False,True,48.79,"LINESTRING (-122.3129048 47.5978723, -122.3132024 47.5982625)",,,
11080212154,8536316034,0,919105448,,,service,,False,True,10.385,"LINESTRING (-122.3129048 47.5978723, -122.3130373 47.5978451)",,,
11080212154,8536316038,0,919105448,,,service,,False,False,41.42700000000001,"LINESTRING (-122.3129048 47.5978723, -122.3128291 47.5978721, -122.3124571 47.5978818, -122.3123584 47.597905)",,,
11080212157,9573059601,0,862844556,,,footway,,False,False,0.535,"LINESTRING (-122.3131972 47.5982658, -122.3132024 47.5982625)",,,
11080212157,11080212164,0,862844556,,,footway,,False,True,35.991,"LINESTRING (-122.3131972 47.5982658, -122.3127172 47.5982653)",,,
11080212157,11080212160,0,"[1193691654, 862844559]",,,footway,,False,"[False, True]",8.318000000000001,"LINESTRING (-122.3131972 47.5982658, -122.3132139 47.5982875, -122.3132196 47.5982941, -122.3132513 47.5983311)",,,
11080212159,9573059601,0,"[1039613410, 1414487548]",,,footway,,False,False,5.147,"LINESTRING (-122.3132709 47.5982649, -122.3132349 47.5982645, -122.3132024 47.5982625)",,,
11080212160,53166920,0,1414487549,2,South King Street,residential,20 mph,False,True,7.596,"LINESTRING (-122.3132513 47.5983311, -122.3133526 47.5983307)",,,
11080212160,11077999096,0,"[1193462191, 862844560, 1193462193, 1193462192, 862844559]",,,footway,,False,"[False, True]",58.761,"LINESTRING (-122.3132513 47.5983311, -122.3132769 47.5983609, -122.3133004 47.5983922, -122.3133128 47.5984078, -122.3135787 47.5987564, -122.3135958 47.5987617, -122.3136181 47.598795)",,,
11080212160,11080212157,0,"[1193691654, 862844559]",,,footway,,False,"[False, True]",8.318000000000001,"LINESTRING (-122.3132513 47.5983311, -122.3132196 47.5982941, -122.3132139 47.5982875, -122.3131972 47.5982658)",,,
11080212160,281496396,0,"[995035802, 1414487549, 1414487550]",2,South King Street,residential,20 mph,False,False,39.944,"LINESTRING (-122.3132513 47.5983311, -122.313154 47.5983314, -122.313075 47.598332, -122.3127186 47.5983303)",,,
11080212163,4162100927,0,415141352,,,service,,False,False,12.253,"LINESTRING (-122.3197725 47.5977876, -122.3199359 47.5977886)",,driveway,
11080212163,4162100926,0,415141352,,,service,,False,True,10.655,"LINESTRING (-122.3197725 47.5977876, -122.3196304 47.5977867)",,driveway,
11080212163,8018029186,0,859389088,,,footway,,False,True,51.884,"LINESTRING (-122.3197725 47.5977876, -122.3197731 47.5982542)",,,
11080212163,8017935879,0,859389088,,,footway,,False,False,45.76400000000001,"LINESTRING (-122.3197725 47.5977876, -122.3197723 47.5975768, -122.3197683 47.5975545, -122.3197594 47.5975286, -122.3197333 47.5974857, -122.3197278 47.5974656, -122.3197285 47.5973807)",,,
11080212164,281496396,0,25807591,,,service,,False,True,7.228,"LINESTRING (-122.3127172 47.5982653, -122.3127186 47.5983303)",,,
11080212164,11080212157,0,862844556,,,footway,,False,False,35.991,"LINESTRING (-122.3127172 47.5982653, -122.3131972 47.5982658)",,,
11080212164,8038207772,0,862844556,,,footway,,False,True,74.479,"LINESTRING (-122.3127172 47.5982653, -122.3117239 47.5982642)",,,
11080212164,8536316038,0,25807591,,,service,,False,False,49.037,"LINESTRING (-122.3127172 47.5982653, -122.3127177 47.5982532, -122.312429 47.5979363, -122.3123584 47.597905)",,,
11080212165,6582353776,0,700908791,,,service,,False,True,8.017,"LINESTRING (-122.3179832 47.5982721, -122.317984 47.5983442)",,driveway,
11080212165,11080212166,0,860291056,,,footway,,False,True,12.649,"LINESTRING (-122.3179832 47.5982721, -122.3181519 47.5982723)",,,
11080212165,6582353778,0,700908791,,,service,,False,False,27.31,"LINESTRING (-122.3179832 47.5982721, -122.3179833 47.5982515, -122.3179827 47.5980265)",,driveway,
11080212165,8018029192,0,860291056,,,footway,,False,False,44.677,"LINESTRING (-122.3179832 47.5982721, -122.3175568 47.5982715, -122.3175025 47.598268, -122.3173876 47.5982678)",,,
11080212166,5440429936,0,564742455,,,service,,False,False,8.052,"LINESTRING (-122.3181519 47.5982723, -122.318154 47.5983447)",,,
11080212166,11080212165,0,860291056,,,footway,,False,False,12.649,"LINESTRING (-122.3181519 47.5982723, -122.3179832 47.5982721)",,,
11080212166,11080212167,0,860291056,,,footway,,False,True,36.276,"LINESTRING (-122.3181519 47.5982723, -122.3186357 47.598273)",,,
11080212166,11080212167,1,"[564742458, 564742461, 564742455]",,,service,,False,True,59.146,"LINESTRING (-122.3181519 47.5982723, -122.3181493 47.5981693, -122.3186348 47.5981715, -122.3186357 47.598273)",,parking_aisle,
11080212167,5440429939,0,564742461,,,service,,False,True,8.196,"LINESTRING (-122.3186357 47.598273, -122.3186374 47.5983467)",,,
11080212167,11080212166,0,860291056,,,footway,,False,False,36.276,"LINESTRING (-122.3186357 47.598273, -122.3181519 47.5982723)",,,
11080212167,11080212166,1,"[564742458, 564742461, 564742455]",,,service,,False,False,59.146,"LINESTRING (-122.3186357 47.598273, -122.3186348 47.5981715, -122.3181493 47.5981693, -122.3181519 47.5982723)",,parking_aisle,
11080212167,11080212168,0,860291056,,,footway,,False,True,23.882,"LINESTRING (-122.3186357 47.598273, -122.3189542 47.5982735)",,,
11080212168,6577724865,0,700436718,,,service,,False,False,8.251,"LINESTRING (-122.3189542 47.5982735, -122.3189551 47.5983477)",,parking_aisle,
11080212168,11080212167,0,860291056,,,footway,,False,False,23.882,"LINESTRING (-122.3189542 47.5982735, -122.3186357 47.598273)",,,
11080212168,11080212120,0,860291056,,,footway,,False,True,41.457,"LINESTRING (-122.3189542 47.5982735, -122.3195071 47.5982742)",,,
11080212168,6577724863,0,700436718,,,service,,False,True,18.916999999999998,"LINESTRING (-122.3189542 47.5982735, -122.3189543 47.5982544, -122.3189135 47.5981059)",,parking_aisle,
11080212169,5440429923,0,564742436,,,service,,False,True,8.751,"LINESTRING (-122.3177836 47.5984219, -122.3177836 47.5983432)",,,
11080212169,11080212130,0,859964169,,,footway,,False,False,28.268,"LINESTRING (-122.3177836 47.5984219, -122.3174066 47.598421)",,,
11080212169,5440429921,0,"[564742434, 564742436]",,,service,,False,False,35.75,"LINESTRING (-122.3177836 47.5984219, -122.3177842 47.5984733, -122.3177851 47.5987434)",,parking_aisle,
11080212169,11080212170,0,859964169,,,footway,,False,True,90.36,"LINESTRING (-122.3177836 47.5984219, -122.3178692 47.5984221, -122.3178854 47.598427, -122.3189031 47.5984292, -122.3189252 47.5984237, -122.3189857 47.5984238)",,,
11080212170,5440429926,0,564742442,,,service,,False,True,8.451,"LINESTRING (-122.3189857 47.5984238, -122.3189848 47.5983478)",,,
11080212170,11080212171,0,859964169,,,footway,,False,True,16.676,"LINESTRING (-122.3189857 47.5984238, -122.3192081 47.5984242)",,,
11080212170,5440429924,0,"[564742442, 564742439]",,,service,,False,False,25.598000000000003,"LINESTRING (-122.3189857 47.5984238, -122.3189861 47.5984368, -122.3189874 47.598654)",,parking_aisle,
11080212170,11080212169,0,859964169,,,footway,,False,False,90.36,"LINESTRING (-122.3189857 47.5984238, -122.3189252 47.5984237, -122.3189031 47.5984292, -122.3178854 47.598427, -122.3178692 47.5984221, -122.3177836 47.5984219)",,,
11080212171,11080212170,0,859964169,,,footway,,False,False,16.676,"LINESTRING (-122.3192081 47.5984242, -122.3189857 47.5984238)",,,
11080212171,8015428084,0,859964169,,,footway,,False,True,24.519,"LINESTRING (-122.3192081 47.5984242, -122.3195351 47.5984248)",,,
11080212171,9491982247,0,1029561465,,,service,,False,True,8.451,"LINESTRING (-122.3192081 47.5984242, -122.3192095 47.5983482)",,parking_aisle,
11080212171,9491982246,0,1029561465,,,service,,False,False,14.219000000000001,"LINESTRING (-122.3192081 47.5984242, -122.3192089 47.5984372, -122.3192034 47.598552)",,parking_aisle,
11080212172,6591865510,0,701929443,,,service,,False,False,9.174,"LINESTRING (-122.3158435 47.5984181, -122.3158437 47.5983356)",,driveway,
11080212172,6591865509,0,701929443,,,service,,False,True,27.065,"LINESTRING (-122.3158435 47.5984181, -122.3158454 47.5986615)",,driveway,
11080212172,11080212182,0,862358449,,,footway,,False,False,57.968,"LINESTRING (-122.3158435 47.5984181, -122.3150704 47.598417)",,,
11080212172,11080212175,0,862358449,,,footway,,False,True,24.062,"LINESTRING (-122.3158435 47.5984181, -122.3161644 47.5984185)",,,
11080212173,3778984589,0,374504970,,,service,,False,False,8.841,"LINESTRING (-122.3168073 47.5984194, -122.3168091 47.5983399)",,driveway,
11080212173,3778984590,0,374504970,,,service,,False,True,1.579,"LINESTRING (-122.3168073 47.5984194, -122.3168078 47.5984336)",,driveway,
11080212173,11080212174,0,862358449,,,footway,,False,False,35.736,"LINESTRING (-122.3168073 47.5984194, -122.3163307 47.5984187)",,,
11080212173,8034182496,0,862358449,,,footway,,False,True,23.132,"LINESTRING (-122.3168073 47.5984194, -122.3171158 47.5984199)",,,
11080212174,5440514414,0,564754878,,,service,,False,True,8.951,"LINESTRING (-122.3163307 47.5984187, -122.3163308 47.5983382)",,,
11080212174,11080212175,0,862358449,,,footway,,False,False,12.469,"LINESTRING (-122.3163307 47.5984187, -122.3161644 47.5984185)",,,
11080212174,11080212173,0,862358449,,,footway,,False,True,35.736,"LINESTRING (-122.3163307 47.5984187, -122.3168073 47.5984194)",,,
11080212174,5440514412,0,"[564754876, 564754878]",,,service,,False,False,30.323,"LINESTRING (-122.3163307 47.5984187, -122.3163316 47.5984526, -122.3163319 47.5986914)",,parking_aisle,
11080212175,5440514417,0,564754882,,,service,,False,True,9.041,"LINESTRING (-122.3161644 47.5984185, -122.3161632 47.5983372)",,,
11080212175,11080212172,0,862358449,,,footway,,False,False,24.062,"LINESTRING (-122.3161644 47.5984185, -122.3158435 47.5984181)",,,
11080212175,11080212174,0,862358449,,,footway,,False,True,12.469,"LINESTRING (-122.3161644 47.5984185, -122.3163307 47.5984187)",,,
